homologene_fam_id	species_1	species_2	entrez_1	symbol_1	protein_gi_1	protein_acc_1	entrez_2	symbol_2	protein_gi_2	protein_acc_2
493	9606	10090	929	CD14	4557417	NP_000582.1	12475	Cd14	6753332	NP_033971.1
495	9606	10090	6890	TAP1	9665248	NP_000584.2	21354	Tap1	239835765	NP_038711.2
496	9606	10090	7124	TNF	25952111	NP_000585.2	21926	Tnf	7305585	NP_038721.1
497	9606	10090	4049	LTA	6806893	NP_000586.2	16992	Lta	7106343	NP_034865.1
498	9606	10090	3484	IGFBP1	4504615	NP_000587.1	16006	Igfbp1	160358847	NP_032367.3
499	9606	10090	3485	IGFBP2	55925576	NP_000588.2	16008	Igfbp2	31982260	NP_032368.2
500	9606	10090	3486	IGFBP3	62243248	NP_001013416.1	16009	Igfbp3	111378400	NP_032369.2
502	9606	10090	3569	IL6	10834984	NP_000591.1	16193	Il6	13624311	NP_112445.1
503	9606	10090	3082	HGF	33859835	NP_000592.3	15234	Hgf	170172522	NP_034557.3
504	9606	10090	4846	NOS3	40254422	NP_000594.2	18127	Nos3	161086988	NP_032739.3
505	9606	10090	733	C8G	166197660	NP_000597.2	69379	C8g	58037159	NP_081338.1
508	9606	10090	960	CD44	48255935	NP_000601.3	12505	Cd44	85540471	NP_033981.2
510	9606	10090	3481	IGF2	189083846	NP_001121070.1	16002	Igf2	298231180	NP_034644.2
511	9606	10090	3263	HPX	11321561	NP_000604.1	15458	Hpx	160358829	NP_059067.2
513	9606	10090	920	CD4	10835167	NP_000607.1	12504	Cd4	7304953	NP_038516.1
515	9606	10090	3479	IGF1	11024682	NP_000609.1	16000	Igf1	163659894	NP_001104745.1
519	9606	10090	624	BDKRB2	4557359	NP_000614.1	12062	Bdkrb2	194473660	NP_033877.3
521	9606	10090	974	CD79B	11038674	NP_000617.1	15985	Cd79b	6680375	NP_032365.1
522	9606	10090	4052	LTBP1	261337165	NP_996826.2	268977	Ltbp1	46249419	NP_064303.2
523	9606	10090	3588	IL10RB	24430215	NP_000619.3	16155	Il10rb	111607428	NP_032375.2
524	9606	10090	3454	IFNAR1	46488932	NP_000620.2	15975	Ifnar1	160358843	NP_034638.2
525	9606	10090	4689	NCF4	47519798	NP_000622.2	17972	Ncf4	254540078	NP_032703.2
526	9606	10090	3684	ITGAM	224831239	NP_001139280.1	16409	Itgam	132626289	NP_001076429.1
527	9606	10090	596	BCL2	72198189	NP_000624.2	12043	Bcl2	133892547	NP_033871.2
530	9606	10090	6648	SOD2	67782305	NP_000627.2	20656	Sod2	31980762	NP_038699.2
531	9606	10090	2936	GSR	50301238	NP_000628.2	14782	Gsr	160298213	NP_034474.4
532	9606	10090	7448	VTN	88853069	NP_000629.3	22370	Vtn	6755987	NP_035837.1
533	9606	10090	356	FASLG	4557329	NP_000630.1	14103	Fasl	6753818	NP_034307.1
534	9606	10090	3598	IL13RA2	10834992	NP_000631.1	16165	Il13ra2	6680405	NP_032382.1
535	9606	10090	3589	IL11	10834994	NP_000632.1	16156	Il11	6680393	NP_032376.1
536	9606	10090	178	AGL	116734857	NP_000635.2	77559	Agl	124486747	NP_001074795.1
537	9606	10090	729230	CCR2	183979982	NP_001116868.1	12772	Ccr2	6753466	NP_034045.1
539	9606	10090	6402	SELL	262206315	NP_000646.2	20343	Sell	6755454	NP_035476.1
540	9606	10090	7040	TGFB1	63025222	NP_000651.3	21803	Tgfb1	6755775	NP_035707.1
542	9606	10090	18	ABAT	38679950	NP_000654.2	268860	Abat	37202121	NP_766549.2
543	9606	10090	43	ACHE	4557239	NP_000656.1	11423	Ache	13928664	NP_033729.1
550	9606	10090	140	ADORA3	4501953	NP_000668.1	11542	Adora3	110347604	NP_033761.2
551	9606	10090	146	ADRA1D	4501957	NP_000669.1	11550	Adra1d	110347547	NP_038488.4
553	9606	10090	151	ADRA2B	33598960	NP_000673.2	11552	Adra2b	46575786	NP_033763.2
554	9606	10090	191	AHCY	9951915	NP_000678.1	269378	Ahcy	262263372	NP_057870.3
560	9606	10090	239	ALOX12	154426292	NP_000688.2	11684	Alox12	31542127	NP_031466.2
561	9606	10090	240	ALOX5	4502057	NP_000689.1	11689	Alox5	62526037	NP_033792.1
563	9606	10090	301	ANXA1	4502101	NP_000691.1	16952	Anxa1	124517663	NP_034860.2
564	9606	10090	476	ATP1A1	21361181	NP_000692.2	11928	Atp1a1	21450277	NP_659149.1
568	9606	10090	552	AVPR1A	4502331	NP_000697.1	54140	Avpr1a	33149329	NP_058543.2
569	9606	10090	593	BCKDHA	11386135	NP_000700.1	12039	Bckdha	183396774	NP_031559.3
570	9606	10090	623	BDKRB1	20544172	NP_000701.2	12061	Bdkrb1	6671632	NP_031565.1
572	9606	10090	644	BLVRA	33589854	NP_000703.2	109778	Blvra	124487331	NP_080954.4
573	9606	10090	645	BLVRB	4502419	NP_000704.1	233016	Blvrb	21450325	NP_659172.1
574	9606	10090	706	TSPO	375065827	NP_001243460.1	12257	Tspo	163838662	NP_033905.3
578	9606	10090	776	CACNA1D	4502527	NP_000711.1	12289	Cacna1d	134288875	NP_001077085.1
579	9606	10090	781	CACNA2D1	54112390	NP_000713.2	12293	Cacna2d1	161086898	NP_001104314.1
582	9606	10090	786	CACNG1	4502539	NP_000718.1	12299	Cacng1	6671658	NP_031608.1
583	9606	10090	885	CCK	4502605	NP_000720.1	12424	Cck	13624301	NP_112438.1
585	9606	10090	915	CD3D	4502669	NP_000723.1	12500	Cd3d	227498961	NP_038515.3
586	9606	10090	916	CD3E	4502671	NP_000724.1	12501	Cd3e	6680886	NP_031674.1
587	9606	10090	1081	CGA	356874784	NP_001239312.1	12640	Cga	6753414	NP_034019.1
591	9606	10090	1136	CHRNA3	19923122	NP_000734.2	110834	Chrna3	70778736	NP_660111.2
592	9606	10090	1137	CHRNA4	4502827	NP_000735.1	11438	Chrna4	31542393	NP_056545.3
593	9606	10090	1139	CHRNA7	4502831	NP_000737.1	11441	Chrna7	156766082	NP_031416.3
594	9606	10090	1140	CHRNB1	41327726	NP_000738.2	11443	Chrnb1	160358782	NP_033731.3
595	9606	10090	1141	CHRNB2	4502833	NP_000739.1	11444	Chrnb2	31542397	NP_033732.2
598	9606	10090	1384	CRAT	21618331	NP_000746.2	12908	Crat	85662408	NP_031786.2
599	9606	10090	1392	CRH	4503041	NP_000747.1	12918	Crh	45429990	NP_991338.1
600	9606	10090	1437	CSF2	27437030	NP_000749.2	12981	Csf2	110625658	NP_034099.2
601	9606	10090	1441	CSF3R	24496783	NP_724781.1	12986	Csf3r	165905615	NP_031808.2
615	9606	10090	1621	DBH	116534900	NP_000778.3	13166	Dbh	110815861	NP_620392.2
616	9606	10090	1633	DCK	4503269	NP_000779.1	13178	Dck	6681141	NP_031858.1
618	9606	10090	1644	DDC	4503281	NP_000781.1	13195	Ddc	299522784	NP_001177377.1
620	9606	10090	1733	DIO1	4557522	NP_000783.2	13370	Dio1	110825976	NP_031886.3
621	9606	10090	1734	DIO2	55749998	NP_001007024.1	13371	Dio2	6753638	NP_034180.1
623	9606	10090	1814	DRD3	89191861	NP_000787.2	13490	Drd3	6681221	NP_031903.1
624	9606	10090	2056	EPO	62240997	NP_000790.2	13856	Epo	21389309	NP_031968.1
625	9606	10090	2246	FGF1	380748949	NP_001244139.1	14164	Fgf1	6753850	NP_034327.1
627	9606	10090	2350	FOLR2	166064050	NP_000794.3	14276	Folr2	6679825	NP_032061.1
628	9606	10090	2520	GAST	4503923	NP_000796.1	14459	Gast	158508467	NP_034387.3
629	9606	10090	2554	GABRA1	38327554	NP_000797.2	14394	Gabra1	6753936	NP_034380.1
631	9606	10090	2557	GABRA4	34452723	NP_000800.2	14397	Gabra4	33468895	NP_034381.1
633	9606	10090	2562	GABRB3	4503867	NP_000805.1	14402	Gabrb3	6679911	NP_032097.1
635	9606	10090	2571	GAD1	58331246	NP_000808.2	14415	Gad1	31982847	NP_032103.2
637	9606	10090	2618	GART	4503915	NP_000810.1	14450	Gart	93102415	NP_034386.2
638	9606	10090	2621	GAS6	4557617	NP_000811.1	14456	Gas6	145301603	NP_062394.2
639	9606	10090	2677	GGCX	21361163	NP_000812.2	56316	Ggcx	9790009	NP_062776.1
640	9606	10090	2692	GHRHR	58530851	NP_000814.2	14602	Ghrhr	160358862	NP_001003685.2
641	9606	10090	2796	GNRH1	133908612	NP_001076580.1	14714	Gnrh1	51093849	NP_032171.1
645	9606	10090	2903	GRIN2A	197313636	NP_001127879.1	14811	Grin2a	41680705	NP_032196.2
646	9606	10090	2904	GRIN2B	167003331	NP_000825.2	14812	Grin2b	117168299	NP_032197.3
647	9606	10090	2905	GRIN2C	55770854	NP_000826.2	14813	Grin2c	75709202	NP_034480.2
648	9606	10090	2906	GRIN2D	153946391	NP_000827.2	14814	Grin2d	144922606	NP_032198.2
649	9606	10090	2911	GRM1	493798972	NP_001264993.1	14816	Grm1	34328063	NP_058672.1
651	9606	10090	2913	GRM3	46358417	NP_000831.2	108069	Grm3	32469489	NP_862898.1
654	9606	10090	2918	GRM8	187960067	NP_000836.2	14823	Grm8	116812904	NP_032200.2
658	9606	10090	2947	GSTM3	23065552	NP_000840.2	14866	Gstm5	6754086	NP_034490.1
660	9606	10090	2950	GSTP1	4504183	NP_000843.1	14870	Gstp1	10092608	NP_038569.1
664	9606	10090	2983	GUCY1B3	4504215	NP_000848.1	54195	Gucy1b3	8567358	NP_059497.1
665	9606	10090	2987	GUK1	226874831	NP_001152862.1	14923	Guk1	226874887	NP_032219.2
668	9606	10090	3269	HRH1	149158709	NP_001091683.1	15465	Hrh1	358001082	NP_001239571.1
669	9606	10090	3351	HTR1B	4504533	NP_000854.1	15551	Htr1b	6754258	NP_034612.1
671	9606	10090	3359	HTR3A	253735700	NP_000860.2	15561	Htr3a	153792456	NP_038589.2
673	9606	10090	3362	HTR6	4504545	NP_000862.1	15565	Htr6	10946684	NP_067333.1
675	9606	10090	3384	ICAM2	153082696	NP_000864.2	15896	Icam2	6754274	NP_034624.1
676	9606	10090	3482	IGF2R	119964726	NP_000867.2	16004	Igf2r	133778978	NP_034645.2
677	9606	10090	3554	IL1R1	4504659	NP_000868.1	16177	Il1r1	6680417	NP_032388.1
679	9606	10090	3567	IL5	4504671	NP_000870.1	16191	Il5	6754336	NP_034688.1
680	9606	10090	3574	IL7	4504677	NP_000871.1	16196	Il7	6680433	NP_032397.1
681	9606	10090	3592	IL12A	24430219	NP_000873.2	16159	Il12a	226874945	NP_001152896.1
685	9606	10090	3694	ITGB6	538916664	NP_001269282.1	16420	Itgb6	227116271	NP_001153036.1
692	9606	10090	4254	KITLG	4505175	NP_000890.1	17311	Kitl	7305267	NP_038626.1
693	9606	10090	4256	MGP	49574514	NP_000891.2	17313	Mgp	6678876	NP_032623.1
695	9606	10090	1728	NQO1	4505415	NP_000894.1	18104	Nqo1	94400773	NP_032732.3
696	9606	10090	4835	NQO2	156564357	NP_000895.2	18105	Nqo2	9937970	NP_064678.1
697	9606	10090	4852	NPY	4505449	NP_000896.1	109648	Npy	12963683	NP_075945.1
699	9606	10090	4883	NPR3	4505441	NP_000899.1	18162	Npr3	85702368	NP_001034270.1
700	9606	10090	4886	NPY1R	4505445	NP_000900.1	18166	Npy1r	6754882	NP_035064.1
701	9606	10090	4887	NPY2R	4505447	NP_000901.1	18167	Npy2r	148277109	NP_032757.2
708	9606	10090	5139	PDE3A	70608155	NP_000912.3	54611	Pde3a	9055304	NP_061249.1
709	9606	10090	5140	PDE3B	40254434	NP_000913.2	18576	Pde3b	112983648	NP_035185.2
712	9606	10090	5162	PDHB	156564403	NP_000916.2	68263	Pdhb	18152793	NP_077183.1
713	9606	10090	5241	PGR	110611914	NP_000917.3	18667	Pgr	112363098	NP_032855.2
715	9606	10090	5319	PLA2G1B	4505847	NP_000919.1	18778	Pla2g1b	6755090	NP_035237.1
716	9606	10090	5322	PLA2G5	4505853	NP_000920.1	18784	Pla2g5	171906563	NP_001116426.1
717	9606	10090	5327	PLAT	4505861	NP_000921.1	18791	Plat	170763477	NP_032898.2
719	9606	10090	5345	SERPINF2	260064048	NP_001159392.1	18816	Serpinf2	6679383	NP_032904.1
721	9606	10090	5430	POLR2A	4505939	NP_000928.1	20020	Polr2a	6677795	NP_033115.1
722	9606	10090	5431	POLR2B	4505941	NP_000929.1	231329	Polr2b	226958589	NP_722493.2
723	9606	10090	5443	POMC	4505949	NP_000930.1	18976	Pomc	515868785	NP_001265512.1
725	9606	10090	5447	POR	127139033	NP_000932.3	18984	Por	6679421	NP_032924.1
726	9606	10090	5479	PPIB	4758950	NP_000933.1	19035	Ppib	71774133	NP_035279.2
727	9606	10090	5480	PPIC	4505991	NP_000934.1	19038	Ppic	6679441	NP_032934.1
730	9606	10090	5557	PRIM1	4506051	NP_000937.1	19075	Prim1	6679459	NP_032947.1
731	9606	10090	5558	PRIM2	41349495	NP_000938.2	19076	Prim2	6679461	NP_032948.1
732	9606	10090	5617	PRL	254675133	NP_001157030.1	19109	Prl	254750626	NP_035294.2
733	9606	10090	5618	PRLR	4506107	NP_000940.1	19116	Prlr	254675324	NP_035299.4
734	9606	10090	5638	PRRG1	291045212	NP_001166961.1	546336	Prrg1	256017178	NP_081598.1
735	9606	10090	5639	PRRG2	4506137	NP_000942.1	65116	Prrg2	39930411	NP_075375.1
736	9606	10090	5729	PTGDR	28466969	NP_000944.1	19214	Ptgdr	225543126	NP_032988.3
737	9606	10090	5730	PTGDS	32171249	NP_000945.3	19215	Ptgds	119226208	NP_032989.2
738	9606	10090	5731	PTGER1	38505194	NP_000946.2	19216	Ptger1	7363447	NP_038669.1
739	9606	10090	5732	PTGER2	31881630	NP_000947.2	19217	Ptger2	6679529	NP_032990.1
741	9606	10090	5737	PTGFR	4506261	NP_000950.1	19220	Ptgfr	6679533	NP_032992.1
743	9606	10090	5742	PTGS1	18104967	NP_000953.2	19224	Ptgs1	6679537	NP_032995.1
747	9606	10090	6122	RPL3	4506649	NP_000958.1	27367	Rpl3	255308899	NP_038790.2
748	9606	10090	6124	RPL4	16579885	NP_000959.2	67891	Rpl4	30794450	NP_077174.1
756	9606	10090	6141	RPL18	4506607	NP_000970.1	19899	Rpl18	83699424	NP_033103.2
763	9606	10090	6152	RPL24	4506619	NP_000977.1	68193	Rpl24	18250296	NP_077180.1
766	9606	10090	6156	RPL30	4506631	NP_000980.1	19946	Rpl30	254553337	NP_001156957.1
768	9606	10090	6158	RPL28	13904866	NP_000982.2	19943	Rpl28	6677779	NP_033107.1
776	9606	10090	6173	RPL36A	316983124	NP_066357.2				
779	9606	10090	6188	RPS3	15718687	NP_000996.2	27050	Rps3	6755372	NP_036182.1
783	9606	10090	6193	RPS5	13904870	NP_001000.2	20103	Rps5	254675270	NP_033121.2
788	9606	10090	6204	RPS10	4506679	NP_001005.1	67097	Rps10	13399310	NP_080239.1
794	9606	10090	6217	RPS16	4506691	NP_001011.1	20055	Rps16	158966704	NP_038675.2
799	9606	10090	6228	RPS23	4506701	NP_001016.1	66475	Rps23	13195604	NP_077137.1
803	9606	10090	6232	RPS27	4506711	NP_001021.1				
806	9606	10090	6240	RRM1	4506749	NP_001024.1	20133	Rrm1	31982026	NP_033129.2
810	9606	10090	6324	SCN1B	4506805	NP_001028.1	20266	Scn1b	6755408	NP_035452.1
811	9606	10090	6337	SCNN1A	227430287	NP_001153047.1	20276	Scnn1a	257796261	NP_035454.2
813	9606	10090	6462	SHBG	7382460	NP_001031.2	20415	Shbg	6755506	NP_035497.1
816	9606	10090	6530	SLC6A2	289191351	NP_001165972.1	20538	Slc6a2	165377298	NP_033235.3
817	9606	10090	6532	SLC6A4	4507043	NP_001036.1	15567	Slc6a4	195972807	NP_034614.2
819	9606	10090	6750	SST	4507243	NP_001039.1	20604	Sst	6678035	NP_033241.1
820	9606	10090	6751	SSTR1	4557857	NP_001040.1	20605	Sstr1	6678037	NP_033242.1
824	9606	10090	6870	TACR3	7669548	NP_001050.1	21338	Tacr3	10946720	NP_067357.1
825	9606	10090	6915	TBXA2R	260593681	NP_963998.2	21390	Tbxa2r	6678233	NP_033351.1
826	9606	10090					71775	1300017J02Rik	21313642	NP_082194.1
828	9606	10090	7132	TNFRSF1A	4507575	NP_001056.1	21937	Tnfrsf1a	31560799	NP_035739.2
829	9606	10090	7133	TNFRSF1B	4507577	NP_001057.1	21938	Tnfrsf1b	70778792	NP_035740.2
830	9606	10090	7153	TOP2A	19913406	NP_001058.2	21973	Top2a	153945749	NP_035753.2
833	9606	10090	7283	TUBG1	31543831	NP_001061.2	103733	Tubg1	19527242	NP_598785.1
834	9606	10090	7298	TYMS	4507751	NP_001062.1	22171	Tyms	46358062	NP_067263.1
838	9606	10090	7412	VCAM1	4507875	NP_001069.1	22329	Vcam1	170295823	NP_035823.3
839	9606	10090	7535	ZAP70	31455611	NP_001070.2	22637	Zap70	31981916	NP_033565.2
840	9606	10090	7915	ALDH5A1	4507229	NP_001071.1	214579	Aldh5a1	27369748	NP_766120.1
842	9606	10090	8654	PDE5A	61744435	NP_001074.2	242202	Pde5a	260166631	NP_700471.2
843	9606	10090	8985	PLOD3	4505891	NP_001075.1	26433	Plod3	6755110	NP_036092.1
846	9606	10090	14	AAMP	55743075	NP_001078.2	227290	Aamp	82524294	NP_666222.2
849	9606	10090	23	ABCF1	10947135	NP_001081.1	224742	Abcf1	39930335	NP_038882.1
854	9606	10090	47	ACLY	38569421	NP_001087.2	104112	Acly	313151222	NP_001186225.1
855	9606	10090	49	ACR	148613878	NP_001088.2	11434	Acr	7304853	NP_038483.1
856	9606	10090	50	ACO2	4501867	NP_001089.1	11429	Aco2	18079339	NP_542364.1
862	9606	10090					11474	Actn3	7304855	NP_038484.1
863	9606	10090	93	ACVR2B	116734708	NP_001097.2	11481	Acvr2b	6680634	NP_031423.1
865	9606	10090	102	ADAM10	4557251	NP_001101.1	11487	Adam10	150378458	NP_031425.2
866	9606	10090	113	ADCY7	4557255	NP_001105.1	11513	Adcy7	157951648	NP_031432.2
868	9606	10090	115	ADCY9	50959205	NP_001107.2	11515	Adcy9	150378487	NP_033754.2
869	9606	10090	116	ADCYAP1	153266792	NP_001093203.1	11516	Adcyap1	6752982	NP_033755.1
870	9606	10090	117	ADCYAP1R1	313851018	NP_001186564.1	11517	Adcyap1r1	70780368	NP_031433.3
871	9606	10090	10227	MFSD10	225703102	NP_001111.3	68294	Mfsd10	13386144	NP_080936.1
872	9606	10090	123	PLIN2	34577059	NP_001113.2	11520	Plin2	116235489	NP_031434.3
873	9606	10090	133	ADM	4501945	NP_001115.1	11535	Adm	6752988	NP_033757.1
874	9606	10090	141	ADPRH	4557263	NP_001116.1	11544	Adprh	6680658	NP_031440.1
875	9606	10090	159	ADSS	34577063	NP_001117.2	11566	Adss	31560737	NP_031448.2
878	9606	10090	165	AEBP1	53692189	NP_001120.3	11568	Aebp1	160707889	NP_033766.2
879	9606	10090	166	AES	39812019	NP_945320.1	14797	Aes	6754072	NP_034477.1
881	9606	10090	173	AFM	4501987	NP_001124.1	280662	Afm	125347464	NP_660128.2
883	9606	10090	177	AGER	10835203	NP_001127.1	11596	Ager	110225341	NP_031451.2
884	9606	10090	242	ALOX12B	4502053	NP_001130.1	11686	Alox12b	6753040	NP_033789.1
886	9606	10090	247	ALOX15B	85067501	NP_001132.2	11688	Alox8	40363263	NP_033791.1
888	9606	10090	267	AMFR	21071001	NP_001135.3	23802	Amfr	113205073	NP_035917.2
896	9606	10090	318	NUDT2	4502125	NP_001152.1	66401	Nudt2	86198335	NP_079815.2
897	9606	10090	320	APBA1	22035548	NP_001154.2	319924	Apba1	79749980	NP_796008.2
898	9606	10090	322	APBB1	4502131	NP_001155.1	11785	Apbb1	359751416	NP_001240814.1
899	9606	10090	330	BIRC3	33946285	NP_892007.1	11796	Birc3	163644309	NP_031490.2
900	9606	10090	329	BIRC2	390608637	NP_001243092.1	11797	Birc2	160333366	NP_031491.2
901	9606	10090	331	XIAP	32528299	NP_001158.2	11798	Xiap	157951674	NP_033818.2
906	9606	10090	384	ARG2	4502215	NP_001163.1	11847	Arg2	6753110	NP_033835.1
907	9606	10090	394	ARHGAP5	71834863	NP_001025226.1	11855	Arhgap5	86262151	NP_033836.2
908	9606	10090	396	ARHGDIA	297374782	NP_001172006.1	192662	Arhgdia	31982030	NP_598557.3
910	9606	10090	406	ARNTL	42716311	NP_001169.3	11865	Arntl	6680732	NP_031515.1
911	9606	10090	419	ART3	194097380	NP_001123488.1	109979	Art3	160358385	NP_859417.2
912	9606	10090	433	ASGR2	4502253	NP_001172.1	11890	Asgr2	6680734	NP_031519.1
913	9606	10090	501	ALDH7A1	188035924	NP_001173.2	110695	Aldh7a1	188219757	NP_613066.2
914	9606	10090	537	ATP6AP1	17136148	NP_001174.2	54411	Atp6ap1	9055172	NP_061264.1
915	9606	10090	563	AZGP1	4502337	NP_001176.1	12007	Azgp1	160415217	NP_038506.2
916	9606	10090	571	BACH1	4502353	NP_001177.1	12013	Bach1	6680764	NP_031546.1
917	9606	10090	578	BAK1	4502363	NP_001179.1	12018	Bak1	111955302	NP_031549.2
920	9606	10090	608	TNFRSF17	23238192	NP_001183.2	21935	Tnfrsf17	6755823	NP_035738.1
922	9606	10090	631	BFSP1	4502399	NP_001186.1	12075	Bfsp1	66792790	NP_033881.2
923	9606	10090	637	BID	37574726	NP_932070.1	12122	Bid	31542228	NP_031570.2
924	9606	10090	638	BIK	4502411	NP_001188.1	12124	Bik	6671638	NP_031572.1
925	9606	10090	639	PRDM1	172072684	NP_001189.2	12142	Prdm1	172073164	NP_031574.2
926	9606	10090	650	BMP2	4557369	NP_001191.1	12156	Bmp2	71896669	NP_031579.2
927	9606	10090	651	BMP3	126507087	NP_001192.2	110075	Bmp3	27734166	NP_775580.1
929	9606	10090	659	BMPR2	15451916	NP_001195.2	12168	Bmpr2	6680804	NP_031587.1
930	9606	10090	662	BNIP1	153946401	NP_001196.2	224630	Bnip1	255003752	NP_742161.4
931	9606	10090	687	KLF9	4557375	NP_001197.1	16601	Klf9	31542239	NP_034768.2
933	9606	10090	701	BUB1B	59814247	NP_001202.4	12236	Bub1b	157951692	NP_033903.2
936	9606	10090	813	CALU	314122177	NP_001186600.1	12321	Calu	41282022	NP_908942.1
942	9606	10090	858	CAV2	4557413	NP_001224.1	12390	Cav2	18702317	NP_058596.1
946	9606	10090	902	CCNH	4502623	NP_001230.1	66671	Ccnh	12963599	NP_075732.1
947	9606	10090	904	CCNT1	17978466	NP_001231.2	12455	Ccnt1	6753316	NP_033963.1
949	9606	10090	943	TNFRSF8	68348711	NP_001234.2	21941	Tnfrsf8	6678385	NP_033427.1
950	9606	10090	944	TNFSF8	4507607	NP_001235.1	21949	Tnfsf8	6678387	NP_033429.1
954	9606	10090	958	CD40	4507581	NP_001241.1	21939	Cd40	70608202	NP_035741.2
955	9606	10090	968	CD68	91199548	NP_001242.2	12514	Cd68	6753352	NP_033983.1
956	9606	10090	970	CD70	4507605	NP_001243.1	21948	Cd70	6755839	NP_035747.1
960	9606	10090	996	CDC27	167466177	NP_001107563.1	217232	Cdc27	124378022	NP_663411.2
963	9606	10090	1021	CDK6	223718134	NP_001138778.1	12571	Cdk6	14149637	NP_034003.1
966	9606	10090	1031	CDKN2C	4502751	NP_001253.1	12580	Cdkn2c	6680910	NP_031697.1
968	9606	10090	1045	CDX2	372624392	NP_001256.3	12591	Cdx2	31560722	NP_031699.2
970	9606	10090	1102	RCBTB2	558472842	NP_001273760.1	105670	Rcbtb2	282396060	NP_001164165.1
975	9606	10090	1111	CHEK1	166295192	NP_001265.2	12649	Chek1	31542385	NP_031717.2
976	9606	10090	1113	CHGA	4502805	NP_001266.1	12652	Chga	6680932	NP_031719.1
979	9606	10090	1147	CHUK	62241001	NP_001269.3	12675	Chuk	242332488	NP_031726.2
980	9606	10090	1153	CIRBP	4502847	NP_001271.1	12696	Cirbp	6680946	NP_031731.1
981	9606	10090	1155	TBCB	50428925	NP_001272.2	66411	Tbcb	170650659	NP_079824.2
984	9606	10090	1179	CLCA1	110611231	NP_001276.2	23844	Clca3	8567336	NP_059502.1
985	9606	10090	1185	CLCN6	4502873	NP_001277.1	26372	Clcn6	6753434	NP_036059.1
987	9606	10090	53405	CLIC5	166197662	NP_001107558.1	224796	Clic5	27369886	NP_766209.1
989	9606	10090	9079	LDB2	4504971	NP_001281.1	16826	Ldb2	116642898	NP_034828.3
990	9606	10090	1207	CLNS1A	4502891	NP_001284.1	12729	Clns1a	19263324	NP_076160.1
992	9606	10090	1238	ACKR2	13929467	NP_001287.2	59289	Ackr2	453040312	NP_001263648.1
993	9606	10090	1258	CNGB1	554790418	NP_001273059.1				
994	9606	10090	1261	CNGA3	4502917	NP_001289.1	12790	Cnga3	530537234	NP_001268939.1
995	9606	10090	1264	CNN1	21361120	NP_001290.2	12797	Cnn1	226423897	NP_034052.3
996	9606	10090	1316	KLF6	37655157	NP_001291.3	23849	Klf6	84794649	NP_035933.2
997	9606	10090	1325	CORT	311893369	NP_001293.3	12854	Cort	6680984	NP_031771.1
999	9606	10090	1362	CPD	22202611	NP_001295.2	12874	Cpd	150378501	NP_031780.2
1000	9606	10090	1364	CLDN4	4502877	NP_001296.1	12740	Cldn4	6753440	NP_034033.1
1001	9606	10090	1365	CLDN3	4502875	NP_001297.1	12739	Cldn3	6753438	NP_034032.1
1002	9606	10090	1369	CPN1	4503011	NP_001299.1	93721	Cpn1	13507644	NP_109628.1
1003	9606	10090	1389	CREBL2	4503035	NP_001301.1	232430	Crebl2	29244124	NP_808355.1
1006	9606	10090	1434	CSE1L	29029559	NP_001307.2	110750	Cse1l	12963737	NP_076054.1
1011	9606	10090	1474	CST6	4503113	NP_001314.1	73720	Cst6	21312060	NP_082899.1
1012	9606	10090	1477	CSTF1	75709217	NP_001028693.1	67337	Cstf1	13195628	NP_077161.1
1014	9606	10090	1479	CSTF3	4557495	NP_001317.1	228410	Cstf3	21704042	NP_663504.1
1015	9606	10090	1487	CTBP1	4557497	NP_001319.1	13016	Ctbp1	7304989	NP_038530.1
1016	9606	10090	1489	CTF1	4503121	NP_001321.1	13019	Ctf1	6681075	NP_031821.1
1017	9606	10090	1500	CTNND1	146231940	NP_001078927.1	12388	Ctnnd1	83745122	NP_031641.2
1020	9606	10090	1519	CTSO	4557501	NP_001325.1	229445	Ctso	29244082	NP_808330.1
1022	9606	10090	1522	CTSZ	22538442	NP_001327.2	64138	Ctsz	11968166	NP_071720.1
1024	9606	10090	1525	CXADR	4503173	NP_001329.1	13052	Cxadr	68510034	NP_001020363.1
1026	9606	10090	1601	DAB2	148491082	NP_001334.2	13132	Dab2	83776557	NP_075607.2
1027	9606	10090	1603	DAD1	4503253	NP_001335.1	13135	Dad1	6753598	NP_034145.1
1028	9606	10090	1606	DGKA	31542504	NP_001336.2	13139	Dgka	31560474	NP_058091.2
1029	9606	10090	1608	DGKG	124256476	NP_001337.2	110197	Dgkg	20149724	NP_619591.1
1032	9606	10090	1615	DARS	45439306	NP_001340.2	226414	Dars	211065507	NP_803228.2
1033	9606	10090	1616	DAXX	4503257	NP_001341.1	13163	Daxx	315013583	NP_001186662.1
1034	9606	10090	1618	DAZL	299829262	NP_001177740.1				
1035	9606	10090	1628	DBP	31542493	NP_001343.2	13170	Dbp	170650717	NP_058670.2
1038	9606	10090	1652	DDT	4503291	NP_001346.1	13202	Ddt	6753618	NP_034157.1
1039	9606	10090	1660	DHX9	100913206	NP_001348.2	13211	Dhx9	150456419	NP_031868.2
